advertiser_id,hotel_id,cpc,price,currency,availability_start_date,availability_end_date
29,58,419,176,EUR,20200726,20200812
84,58,369,268,EUR,20200813,20200814
54,59,322,761,EUR,20200702,20201130
67,59,893,677,EUR,20200718,20200916
42,59,864,661,EUR,20200915,20201120
35,59,2,412,EUR,20200914,20200916
56,59,215,846,EUR,20200714,20201010
25,59,591,67,EUR,20200816,20201116
23,59,707,181,EUR,20200816,20201107
58,59,968,73,EUR,20200921,20200926
84,59,776,806,EUR,20200806,20201113
99,60,215,432,EUR,20200805,20201126
56,60,784,436,EUR,20200927,20201105
46,60,65,551,EUR,20200706,20201123
2,61,240,219,EUR,20200901,20200915
84,61,599,882,EUR,20200913,20201126
54,61,683,720,EUR,20200723,20201103
36,61,405,351,EUR,20200928,20201022
0,61,580,214,EUR,20200908,20201014
13,61,406,33,EUR,20200730,20201103
4,61,849,400,EUR,20200710,20201028
3,62,465,987,EUR,20200928,20201002
54,62,654,248,EUR,20200729,20200929
18,62,147,831,EUR,20200819,20201109
67,62,193,234,EUR,20200902,20201014
23,62,505,695,EUR,20200720,20201017
8,62,590,450,EUR,20200717,20201026
48,62,197,903,EUR,20200930,20201006
73,62,681,636,EUR,20200728,20200925
80,63,18,574,EUR,20200823,20201027
35,63,499,300,EUR,20200707,20201121
75,63,604,892,EUR,20200821,20201030
10,63,288,941,EUR,20200923,20200928
85,63,243,592,EUR,20200723,20201004
74,64,401,180,EUR,20200907,20201117
93,64,550,516,EUR,20200725,20200809
10,64,497,921,EUR,20200829,20200928
31,64,353,143,EUR,20200726,20201006
87,64,226,698,EUR,20200805,20201102
41,65,550,565,EUR,20200904,20201005
68,65,93,219,EUR,20200709,20201122
58,65,56,63,EUR,20200820,20201104
6,65,349,623,EUR,20200805,20200908
20,66,26,130,EUR,20200727,20200818
44,66,787,115,EUR,20200725,20201018
1,66,197,709,EUR,20200812,20201013
31,66,483,774,EUR,20200721,20200906
81,66,884,194,EUR,20200708,20200929
42,66,274,820,EUR,20200722,20201028
32,66,523,869,EUR,20200817,20200913
19,66,555,623,EUR,20200818,20201024
5,66,484,536,EUR,20200716,20201122
35,66,372,568,EUR,20200710,20201009
82,67,592,759,EUR,20200724,20201002
23,67,440,92,EUR,20200819,20201107
76,68,750,79,EUR,20200705,20200912
64,68,761,237,EUR,20200913,20201114
98,68,581,280,EUR,20200913,20201013
75,69,817,449,EUR,20200802,20201004
42,69,636,111,EUR,20200717,20200928
62,69,555,559,EUR,20200730,20201102
95,69,402,405,EUR,20200725,20200806
29,70,238,531,EUR,20200730,20200926
5,70,444,299,EUR,20200705,20200922
83,70,990,710,EUR,20200906,20201019
77,70,652,456,EUR,20200909,20201116
44,70,850,518,EUR,20200915,20200925
48,70,427,195,EUR,20200908,20201027
39,70,382,494,EUR,20200709,20201013
64,70,183,658,EUR,20200820,20201025
79,70,441,285,EUR,20200903,20201113
12,71,493,766,EUR,20200702,20200906
52,71,18,558,EUR,20200823,20201114
28,71,997,514,EUR,20200903,20201001
67,71,93,131,EUR,20200906,20201019
60,71,879,171,EUR,20200724,20200814
46,72,705,812,EUR,20200707,20200908
11,72,669,744,EUR,20200724,20201120
20,72,748,229,EUR,20200705,20200817
0,72,830,107,EUR,20200710,20200922
24,72,882,373,EUR,20200719,20200929
93,72,229,856,EUR,20200714,20201112
54,72,789,844,EUR,20200818,20200821
3,72,477,312,EUR,20200711,20200812
65,72,280,628,EUR,20200707,20200910
35,72,692,866,EUR,20200823,20201104
53,73,891,705,EUR,20200725,20200804
48,73,997,224,EUR,20200707,20201021
83,73,877,433,EUR,20200706,20201126
71,73,796,870,EUR,20200823,20201115
38,73,474,373,EUR,20200827,20201120
57,73,684,27,EUR,20200809,20201123
73,73,525,710,EUR,20200701,20201101
84,73,97,642,EUR,20200907,20200930
69,74,170,165,EUR,20200912,20200920
48,74,1,264,EUR,20200807,20200820
21,74,728,833,EUR,20200818,20201105
51,74,879,438,EUR,20200826,20201007
13,74,254,559,EUR,20200708,20200929
41,74,660,700,EUR,20200712,20201016
95,74,820,54,EUR,20200720,20201007
9,74,835,747,EUR,20200707,20200901
96,74,606,580,EUR,20200911,20200919
46,75,849,368,EUR,20200710,20200818
88,75,212,753,EUR,20200818,20201130
98,75,46,661,EUR,20200716,20200906
90,75,579,492,EUR,20200818,20200825
73,75,378,153,EUR,20200915,20200922
53,75,191,783,EUR,20200714,20201105
65,76,550,685,EUR,20200827,20201112
26,76,541,341,EUR,20200728,20200808
51,76,334,61,EUR,20200701,20200926
99,76,361,767,EUR,20200718,20200803
67,76,687,90,EUR,20200929,20201017
70,76,811,766,EUR,20200917,20201116
45,76,467,301,EUR,20200709,20201027
79,76,213,3,EUR,20200901,20200912
55,76,370,633,EUR,20200726,20200805
52,77,301,703,EUR,20200716,20200903
31,77,727,657,EUR,20200815,20201016
22,77,781,854,EUR,20200802,20201120
86,77,627,172,EUR,20200709,20200809
88,77,814,168,EUR,20200919,20201123
70,77,580,667,EUR,20200812,20200814
15,77,230,964,EUR,20200704,20201127
43,78,914,412,EUR,20200805,20201028
93,78,337,232,EUR,20200904,20201009
14,78,109,688,EUR,20200817,20200905
57,78,469,678,EUR,20200804,20200828
55,78,131,586,EUR,20200804,20200921
69,78,448,165,EUR,20200819,20201129
59,78,189,609,EUR,20200928,20201128
44,79,302,288,EUR,20200805,20201120
6,79,793,20,EUR,20200914,20201019
62,79,780,41,EUR,20200811,20200924
60,79,269,397,EUR,20200719,20201030
76,80,118,677,EUR,20200727,20201004
25,80,656,929,EUR,20200914,20201113
49,80,576,103,EUR,20200808,20201015
59,80,342,926,EUR,20200802,20200905
91,80,663,464,EUR,20200912,20201103
10,80,242,800,EUR,20200909,20201014
24,80,782,835,EUR,20200713,20201128
85,80,336,141,EUR,20200713,20200812
54,80,462,30,EUR,20200702,20201120
64,81,803,595,EUR,20200708,20200808
77,81,170,232,EUR,20200902,20201129
27,81,78,30,EUR,20200709,20201021
88,81,845,958,EUR,20200810,20201028
20,81,896,640,EUR,20200705,20200915
83,81,821,783,EUR,20200717,20200813
71,82,873,665,EUR,20200825,20201022
73,82,806,690,EUR,20200701,20201101
79,82,253,233,EUR,20200718,20200923
41,82,32,12,EUR,20200720,20200827
92,82,37,820,EUR,20200725,20200819
33,82,191,671,EUR,20200821,20201021
94,82,589,243,EUR,20200707,20201123
75,82,845,735,EUR,20200829,20201117
34,83,164,471,EUR,20200914,20201108
64,83,986,430,EUR,20200710,20201024
11,83,32,737,EUR,20200921,20200924
94,84,758,815,EUR,20200921,20201029
75,85,784,394,EUR,20200918,20201127
40,85,648,809,EUR,20200917,20201018
8,85,794,168,EUR,20200709,20201113
45,85,710,589,EUR,20200711,20200802
9,86,690,831,EUR,20200905,20201105
68,86,271,435,EUR,20200901,20201021
30,86,378,739,EUR,20200909,20200929
90,86,655,610,EUR,20200907,20201004
43,86,982,555,EUR,20200923,20201126
77,86,464,38,EUR,20200804,20200807
13,86,571,782,EUR,20200710,20201006
40,86,992,770,EUR,20200801,20200909
22,86,674,50,EUR,20200815,20201117
73,86,965,786,EUR,20200725,20201010
4,87,120,871,EUR,20200717,20200819
37,87,561,794,EUR,20200711,20200812
28,87,579,178,EUR,20200809,20201129
91,87,403,830,EUR,20200717,20200928
29,88,399,362,EUR,20200802,20200821
17,88,920,326,EUR,20200919,20200920
0,88,926,486,EUR,20200730,20200804
33,88,410,939,EUR,20200821,20200911
59,88,432,905,EUR,20200913,20200917
41,88,837,907,EUR,20200708,20201128
19,88,81,531,EUR,20200805,20201010
42,89,349,965,EUR,20200815,20201121
24,89,314,239,EUR,20200908,20201111
23,89,505,354,EUR,20200721,20201119
73,89,226,947,EUR,20200723,20201019
49,89,920,718,EUR,20200915,20200923
13,89,77,165,EUR,20200911,20200913
48,89,256,561,EUR,20200727,20201017
43,90,184,743,EUR,20200915,20201112
85,90,879,524,EUR,20200909,20201024
61,90,230,534,EUR,20200716,20200821
73,90,51,644,EUR,20200906,20201101
0,90,967,149,EUR,20200811,20201109
17,90,886,498,EUR,20200804,20201119
50,90,720,608,EUR,20200908,20200924
82,91,279,280,EUR,20200816,20201028
15,91,502,731,EUR,20200718,20200803
17,91,748,73,EUR,20200807,20201126
70,91,372,399,EUR,20200915,20201012
56,91,426,38,EUR,20200820,20200922
94,91,463,340,EUR,20200903,20200909
21,91,78,486,EUR,20200820,20201028
87,91,677,725,EUR,20200810,20201110
47,91,727,585,EUR,20200928,20201002
22,92,671,834,EUR,20200917,20200930
95,92,214,651,EUR,20200905,20200925
30,92,350,170,EUR,20200917,20201012
63,92,31,98,EUR,20200706,20201102
99,92,844,74,EUR,20200803,20200927
68,93,762,710,EUR,20200713,20200807
83,93,604,98,EUR,20200709,20200829
37,93,674,228,EUR,20200815,20201003
41,93,225,421,EUR,20200813,20200919
22,93,720,145,EUR,20200709,20201025
8,93,521,539,EUR,20200708,20201017
16,93,703,58,EUR,20200911,20201002
86,93,691,97,EUR,20200806,20201123
87,94,140,733,EUR,20200904,20201105
66,94,842,233,EUR,20200830,20200908
72,94,633,499,EUR,20200719,20201027
43,94,590,846,EUR,20200826,20200928
91,94,306,845,EUR,20200703,20201128
15,94,193,915,EUR,20200810,20201121
76,94,815,729,EUR,20200817,20201011
65,94,395,661,EUR,20200812,20200817
10,94,990,860,EUR,20200915,20201115
14,94,22,260,EUR,20200909,20200919
65,95,918,119,EUR,20200917,20201013
31,95,689,931,EUR,20200729,20200809
38,95,505,593,EUR,20200713,20201105
58,95,140,526,EUR,20200920,20201121
81,95,44,852,EUR,20200925,20201119
52,96,46,706,EUR,20200727,20201018
25,96,913,680,EUR,20200818,20200823
53,96,987,87,EUR,20200704,20201101
84,97,501,733,EUR,20200717,20201024
85,98,275,93,EUR,20200809,20200929
65,98,230,860,EUR,20200728,20201012
28,98,714,551,EUR,20200802,20201119
22,98,422,89,EUR,20200805,20201105
91,98,622,670,EUR,20200901,20201117
95,99,607,533,EUR,20200703,20201017
18,99,650,77,EUR,20200730,20200821
64,99,406,393,EUR,20200719,20201103
5,99,348,299,EUR,20200715,20201003
48,99,427,337,EUR,20200727,20201130
89,99,438,503,EUR,20200901,20201122
25,99,959,805,EUR,20200709,20201027
53,100,457,405,EUR,20200911,20201125
60,100,112,395,EUR,20200803,20201106
65,100,182,725,EUR,20200904,20200905
0,100,60,579,EUR,20200819,20201023
61,100,455,877,EUR,20200804,20201012
46,100,968,433,EUR,20200713,20200928
33,100,353,227,EUR,20200921,20201126
3,100,108,990,EUR,20200814,20201128
54,101,926,351,EUR,20200828,20201017
25,101,520,690,EUR,20200828,20200922
78,102,744,420,EUR,20200822,20200914
43,102,151,150,EUR,20200724,20201025
65,102,218,447,EUR,20200704,20201121
11,102,812,151,EUR,20200925,20201008
87,103,678,814,EUR,20200721,20200909
90,103,533,372,EUR,20200808,20200811
89,103,430,980,EUR,20200721,20201001
61,103,823,613,EUR,20200825,20201005
58,104,852,40,EUR,20200912,20201103
59,104,250,830,EUR,20200829,20201012
93,104,266,350,EUR,20200906,20201118
62,104,159,153,EUR,20200826,20201027
28,104,808,944,EUR,20200729,20201119
72,104,127,59,EUR,20200716,20201126
39,105,903,75,EUR,20200817,20201117
4,105,982,174,EUR,20200719,20201004
9,105,278,790,EUR,20200814,20200912
55,105,159,276,EUR,20200902,20201024
11,106,990,347,EUR,20200710,20200919
31,106,193,856,EUR,20200920,20200921
13,106,923,302,EUR,20200802,20200903
90,106,763,5,EUR,20200822,20201103
3,106,176,669,EUR,20200917,20201102
62,107,322,632,EUR,20200807,20201128
20,107,82,162,EUR,20200815,20201126
76,107,447,781,EUR,20200719,20200923
61,107,83,953,EUR,20200813,20200901
92,107,572,299,EUR,20200812,20200913
14,107,290,987,EUR,20200929,20201002
53,107,695,363,EUR,20200711,20200905
5,107,176,13,EUR,20200909,20201029
6,107,137,58,EUR,20200703,20200812
79,108,543,986,EUR,20200725,20200808
86,108,2,872,EUR,20200904,20201004
49,109,322,540,EUR,20200702,20201025
33,109,381,694,EUR,20200916,20201014
18,109,7,932,EUR,20200808,20200909
97,110,262,861,EUR,20200701,20200818
17,110,64,490,EUR,20200721,20200805
0,111,322,312,EUR,20200904,20201012
64,111,782,806,EUR,20200909,20201020
20,111,317,918,EUR,20200911,20201008
74,111,725,63,EUR,20200712,20201121
1,111,995,458,EUR,20200824,20200918
36,111,8,994,EUR,20200710,20200927
40,111,182,82,EUR,20200824,20201021
18,111,940,845,EUR,20200712,20201006
21,111,496,58,EUR,20200812,20200930
50,111,101,762,EUR,20200817,20201123
76,112,991,342,EUR,20200910,20201013
36,112,676,376,EUR,20200909,20200924
90,112,712,629,EUR,20200713,20201124
78,112,302,773,EUR,20200823,20200830
21,112,622,449,EUR,20200913,20201015
69,112,38,122,EUR,20200717,20200829
97,112,995,92,EUR,20200808,20200903
51,112,916,595,EUR,20200718,20201119
19,113,483,923,EUR,20200916,20201018
28,113,957,767,EUR,20200912,20201019
67,113,251,57,EUR,20200930,20201117
32,113,128,130,EUR,20200913,20201103
92,113,186,221,EUR,20200726,20200809
90,113,783,602,EUR,20200710,20200829
84,113,750,612,EUR,20200721,20200923
48,113,142,595,EUR,20200812,20201013
14,113,744,329,EUR,20200828,20201007
32,114,949,601,EUR,20200719,20200905
86,114,508,416,EUR,20200701,20201016
31,115,59,535,EUR,20200823,20201116
76,115,197,373,EUR,20200801,20201120
77,115,35,693,EUR,20200715,20201117
5,115,895,775,EUR,20200810,20201018
11,115,719,962,EUR,20200908,20201005
6,115,594,505,EUR,20200930,20201011
53,115,735,544,EUR,20200707,20200819
80,115,497,314,EUR,20200708,20201118
7,116,543,734,EUR,20200906,20201030
24,116,698,253,EUR,20200907,20200921
77,116,152,285,EUR,20200720,20201126
33,116,64,265,EUR,20200709,20200912
34,116,934,774,EUR,20200902,20200930
14,116,199,41,EUR,20200805,20201107
38,117,322,888,EUR,20200823,20200905
16,117,257,461,EUR,20200719,20201103
7,117,935,379,EUR,20200814,20200917
63,117,104,15,EUR,20200728,20200911
30,117,936,226,EUR,20200727,20200913
3,117,384,692,EUR,20200822,20200904
82,117,311,348,EUR,20200813,20201123
57,117,264,287,EUR,20200816,20200926
65,117,833,839,EUR,20200906,20201106
72,117,633,724,EUR,20200802,20201004
26,118,504,283,EUR,20200713,20201012
0,118,762,404,EUR,20200725,20200829
84,118,738,772,EUR,20200825,20200828
12,118,742,550,EUR,20200705,20201017
46,118,626,628,EUR,20200712,20200929
72,118,996,666,EUR,20200727,20200801
34,118,750,78,EUR,20200924,20201003
39,119,432,214,EUR,20200909,20201021
11,119,950,321,EUR,20200701,20201121
98,119,631,365,EUR,20200807,20200829
41,119,964,285,EUR,20200902,20200912
14,119,916,572,EUR,20200827,20201104
40,119,519,871,EUR,20200701,20200802
7,119,160,854,EUR,20200717,20201110
99,119,639,21,EUR,20200809,20201017
35,119,238,63,EUR,20200812,20201111
85,120,0,162,EUR,20200727,20200919
20,120,846,315,EUR,20200912,20201128
33,120,115,755,EUR,20200919,20200923
13,120,193,159,EUR,20200706,20200918
83,120,8,62,EUR,20200901,20201001
68,120,652,945,EUR,20200829,20200920
94,120,770,471,EUR,20200729,20200810
96,120,409,774,EUR,20200812,20200909
45,120,336,728,EUR,20200908,20201008
55,121,676,931,EUR,20200901,20200928
4,122,49,978,EUR,20200828,20200926
55,122,649,546,EUR,20200808,20200903
19,122,216,879,EUR,20200703,20200927
13,122,991,412,EUR,20200919,20200924
21,122,218,25,EUR,20200814,20201119
19,123,633,803,EUR,20200728,20201017
25,123,399,55,EUR,20200906,20201018
55,123,80,144,EUR,20200922,20201101
83,123,207,83,EUR,20200808,20201130
87,123,403,981,EUR,20200721,20200808
32,123,952,934,EUR,20200905,20201021
26,123,451,616,EUR,20200711,20201128
53,123,185,202,EUR,20200723,20200927
94,123,477,259,EUR,20200724,20201118
79,123,740,807,EUR,20200705,20200906
